Phenotype,Has phenotype?,Domain,Phylum,Biome,No. of MAGs
D-Mannose,False,d__Bacteria,p__Spirochaetota,Host,26
D-Mannose,False,d__Bacteria,p__Spirochaetota,Neither,6
D-Mannose,True,d__Bacteria,p__Spirochaetota,Host,5
D-Mannose,True,d__Bacteria,p__Spirochaetota,Neither,2
D-Mannose,False,d__Bacteria,p__Synergistota,Neither,4
D-Mannose,False,d__Bacteria,p__Verrucomicrobiota,Host,7
D-Mannose,False,d__Bacteria,p__Verrucomicrobiota,Neither,11
D-Mannose,True,d__Bacteria,p__Verrucomicrobiota,Host,6
D-Mannose,True,d__Bacteria,p__Verrucomicrobiota,Neither,3
D-Mannose,False,d__Bacteria,p__Verrucomicrobiota_A,Host,1
D-Mannose,False,d__Bacteria,p__Verrucomicrobiota_A,Neither,1
D-Sorbitol,False,d__Archaea,p__Euryarchaeota,Host,5
D-Sorbitol,False,d__Archaea,p__Halobacterota,Host,1
D-Sorbitol,False,d__Archaea,p__Halobacterota,Neither,3
D-Sorbitol,False,d__Archaea,p__Thermoplasmatota,Host,1
D-Sorbitol,False,d__Archaea,p__Thermoplasmatota,Neither,3
D-Sorbitol,False,d__Bacteria,p__Actinobacteriota,Environment,7
D-Sorbitol,False,d__Bacteria,p__Actinobacteriota,Host,39
D-Sorbitol,False,d__Bacteria,p__Actinobacteriota,Neither,50
D-Sorbitol,False,d__Bacteria,p__Armatimonadota,Neither,1
D-Sorbitol,False,d__Bacteria,p__Bacteroidota,Host,217
D-Sorbitol,False,d__Bacteria,p__Bacteroidota,Neither,128
D-Sorbitol,False,d__Bacteria,p__Campylobacterota,Host,6
D-Sorbitol,False,d__Bacteria,p__Campylobacterota,Neither,14
D-Sorbitol,False,d__Bacteria,p__Chloroflexota,Neither,1
D-Sorbitol,False,d__Bacteria,p__Cyanobacteria,Host,13
D-Sorbitol,False,d__Bacteria,p__Cyanobacteria,Neither,2
D-Sorbitol,False,d__Bacteria,p__Deferribacterota,Neither,1
D-Sorbitol,False,d__Bacteria,p__Desulfobacterota_A,Host,5
D-Sorbitol,False,d__Bacteria,p__Desulfobacterota_A,Neither,3
D-Sorbitol,False,d__Bacteria,p__Elusimicrobiota,Host,4
D-Sorbitol,False,d__Bacteria,p__Elusimicrobiota,Neither,2
D-Sorbitol,False,d__Bacteria,p__Eremiobacterota,Neither,1
D-Sorbitol,False,d__Bacteria,p__Fibrobacterota,Host,4
D-Sorbitol,False,d__Bacteria,p__Firmicutes,Host,102
D-Sorbitol,False,d__Bacteria,p__Firmicutes,Neither,83
D-Sorbitol,True,d__Bacteria,p__Firmicutes,Host,2
D-Sorbitol,True,d__Bacteria,p__Firmicutes,Neither,1
D-Sorbitol,False,d__Bacteria,p__Firmicutes_A,Host,433
D-Sorbitol,False,d__Bacteria,p__Firmicutes_A,Neither,173
D-Sorbitol,True,d__Bacteria,p__Firmicutes_A,Host,5
D-Sorbitol,False,d__Bacteria,p__Firmicutes_B,Host,2
D-Sorbitol,False,d__Bacteria,p__Firmicutes_B,Neither,2
D-Sorbitol,False,d__Bacteria,p__Firmicutes_C,Host,15
D-Sorbitol,False,d__Bacteria,p__Firmicutes_C,Neither,12
D-Sorbitol,True,d__Bacteria,p__Firmicutes_C,Host,1
D-Sorbitol,True,d__Bacteria,p__Firmicutes_C,Neither,1
D-Sorbitol,False,d__Bacteria,p__Fusobacteriota,Host,2
D-Sorbitol,False,d__Bacteria,p__Fusobacteriota,Neither,14
D-Sorbitol,True,d__Bacteria,p__Fusobacteriota,Neither,1
D-Sorbitol,False,d__Bacteria,p__Myxococcota,Host,2
D-Sorbitol,False,d__Bacteria,p__Patescibacteria,Host,1
D-Sorbitol,False,d__Bacteria,p__Patescibacteria,Neither,3
D-Sorbitol,False,d__Bacteria,p__Planctomycetota,Host,1
D-Sorbitol,False,d__Bacteria,p__Planctomycetota,Neither,1
D-Sorbitol,False,d__Bacteria,p__Proteobacteria,Environment,8
D-Sorbitol,False,d__Bacteria,p__Proteobacteria,Host,21
D-Sorbitol,False,d__Bacteria,p__Proteobacteria,Neither,38
D-Sorbitol,True,d__Bacteria,p__Proteobacteria,Host,3
D-Sorbitol,True,d__Bacteria,p__Proteobacteria,Neither,2
D-Sorbitol,False,d__Bacteria,p__Spirochaetota,Host,31
D-Sorbitol,False,d__Bacteria,p__Spirochaetota,Neither,8
D-Sorbitol,False,d__Bacteria,p__Synergistota,Neither,4
D-Sorbitol,False,d__Bacteria,p__Verrucomicrobiota,Host,13
D-Sorbitol,False,d__Bacteria,p__Verrucomicrobiota,Neither,14
D-Sorbitol,False,d__Bacteria,p__Verrucomicrobiota_A,Host,1
D-Sorbitol,False,d__Bacteria,p__Verrucomicrobiota_A,Neither,1
D-Xylose,False,d__Archaea,p__Euryarchaeota,Host,5
D-Xylose,False,d__Archaea,p__Halobacterota,Host,1
D-Xylose,False,d__Archaea,p__Halobacterota,Neither,3
D-Xylose,False,d__Archaea,p__Thermoplasmatota,Host,1
D-Xylose,False,d__Archaea,p__Thermoplasmatota,Neither,3
D-Xylose,False,d__Bacteria,p__Actinobacteriota,Environment,5
D-Xylose,False,d__Bacteria,p__Actinobacteriota,Host,28
D-Xylose,False,d__Bacteria,p__Actinobacteriota,Neither,50
D-Xylose,True,d__Bacteria,p__Actinobacteriota,Environment,2
D-Xylose,True,d__Bacteria,p__Actinobacteriota,Host,11
D-Xylose,False,d__Bacteria,p__Armatimonadota,Neither,1
D-Xylose,False,d__Bacteria,p__Bacteroidota,Host,92
D-Xylose,False,d__Bacteria,p__Bacteroidota,Neither,88
D-Xylose,True,d__Bacteria,p__Bacteroidota,Host,125
D-Xylose,True,d__Bacteria,p__Bacteroidota,Neither,40
D-Xylose,False,d__Bacteria,p__Campylobacterota,Host,6
D-Xylose,False,d__Bacteria,p__Campylobacterota,Neither,14
D-Xylose,True,d__Bacteria,p__Chloroflexota,Neither,1
D-Xylose,False,d__Bacteria,p__Cyanobacteria,Host,13
D-Xylose,False,d__Bacteria,p__Cyanobacteria,Neither,2
D-Xylose,False,d__Bacteria,p__Deferribacterota,Neither,1
D-Xylose,False,d__Bacteria,p__Desulfobacterota_A,Host,5
D-Xylose,False,d__Bacteria,p__Desulfobacterota_A,Neither,3
D-Xylose,False,d__Bacteria,p__Elusimicrobiota,Host,4
D-Xylose,False,d__Bacteria,p__Elusimicrobiota,Neither,2
D-Xylose,False,d__Bacteria,p__Eremiobacterota,Neither,1
D-Xylose,False,d__Bacteria,p__Fibrobacterota,Host,3
D-Xylose,True,d__Bacteria,p__Fibrobacterota,Host,1
D-Xylose,False,d__Bacteria,p__Firmicutes,Host,103
D-Xylose,False,d__Bacteria,p__Firmicutes,Neither,80
D-Xylose,True,d__Bacteria,p__Firmicutes,Host,1
D-Xylose,True,d__Bacteria,p__Firmicutes,Neither,4
D-Xylose,False,d__Bacteria,p__Firmicutes_A,Host,283
D-Xylose,False,d__Bacteria,p__Firmicutes_A,Neither,120
D-Xylose,True,d__Bacteria,p__Firmicutes_A,Host,155
D-Xylose,True,d__Bacteria,p__Firmicutes_A,Neither,53
D-Xylose,False,d__Bacteria,p__Firmicutes_B,Host,2
D-Xylose,False,d__Bacteria,p__Firmicutes_B,Neither,2
D-Xylose,False,d__Bacteria,p__Firmicutes_C,Host,16
D-Xylose,False,d__Bacteria,p__Firmicutes_C,Neither,12
D-Xylose,True,d__Bacteria,p__Firmicutes_C,Neither,1
D-Xylose,False,d__Bacteria,p__Fusobacteriota,Host,2
D-Xylose,False,d__Bacteria,p__Fusobacteriota,Neither,15
D-Xylose,False,d__Bacteria,p__Myxococcota,Host,2
D-Xylose,False,d__Bacteria,p__Patescibacteria,Host,1
D-Xylose,False,d__Bacteria,p__Patescibacteria,Neither,3
D-Xylose,False,d__Bacteria,p__Planctomycetota,Neither,1
D-Xylose,True,d__Bacteria,p__Planctomycetota,Host,1
D-Xylose,False,d__Bacteria,p__Proteobacteria,Environment,7
D-Xylose,False,d__Bacteria,p__Proteobacteria,Host,20
D-Xylose,False,d__Bacteria,p__Proteobacteria,Neither,35
D-Xylose,True,d__Bacteria,p__Proteobacteria,Environment,1
D-Xylose,True,d__Bacteria,p__Proteobacteria,Host,4
D-Xylose,True,d__Bacteria,p__Proteobacteria,Neither,5
D-Xylose,False,d__Bacteria,p__Spirochaetota,Host,23
D-Xylose,False,d__Bacteria,p__Spirochaetota,Neither,8
D-Xylose,True,d__Bacteria,p__Spirochaetota,Host,8
D-Xylose,False,d__Bacteria,p__Synergistota,Neither,4
D-Xylose,False,d__Bacteria,p__Verrucomicrobiota,Host,5
D-Xylose,False,d__Bacteria,p__Verrucomicrobiota,Neither,13
D-Xylose,True,d__Bacteria,p__Verrucomicrobiota,Host,8
D-Xylose,True,d__Bacteria,p__Verrucomicrobiota,Neither,1
D-Xylose,False,d__Bacteria,p__Verrucomicrobiota_A,Host,1
D-Xylose,False,d__Bacteria,p__Verrucomicrobiota_A,Neither,1
DNase,False,d__Archaea,p__Euryarchaeota,Host,5
DNase,False,d__Archaea,p__Halobacterota,Host,1
DNase,False,d__Archaea,p__Halobacterota,Neither,2
DNase,True,d__Archaea,p__Halobacterota,Neither,1
DNase,False,d__Archaea,p__Thermoplasmatota,Neither,2
DNase,True,d__Archaea,p__Thermoplasmatota,Host,1
DNase,True,d__Archaea,p__Thermoplasmatota,Neither,1
DNase,False,d__Bacteria,p__Actinobacteriota,Environment,7
DNase,False,d__Bacteria,p__Actinobacteriota,Host,39
DNase,False,d__Bacteria,p__Actinobacteriota,Neither,50
DNase,False,d__Bacteria,p__Armatimonadota,Neither,1
DNase,False,d__Bacteria,p__Bacteroidota,Host,204
DNase,False,d__Bacteria,p__Bacteroidota,Neither,122
DNase,True,d__Bacteria,p__Bacteroidota,Host,13
DNase,True,d__Bacteria,p__Bacteroidota,Neither,6
DNase,False,d__Bacteria,p__Campylobacterota,Host,6
DNase,False,d__Bacteria,p__Campylobacterota,Neither,14
DNase,False,d__Bacteria,p__Chloroflexota,Neither,1
DNase,False,d__Bacteria,p__Cyanobacteria,Host,12
DNase,False,d__Bacteria,p__Cyanobacteria,Neither,2
DNase,True,d__Bacteria,p__Cyanobacteria,Host,1
DNase,False,d__Bacteria,p__Deferribacterota,Neither,1
DNase,False,d__Bacteria,p__Desulfobacterota_A,Host,5
DNase,False,d__Bacteria,p__Desulfobacterota_A,Neither,3
DNase,False,d__Bacteria,p__Elusimicrobiota,Host,4
DNase,False,d__Bacteria,p__Elusimicrobiota,Neither,2
DNase,False,d__Bacteria,p__Eremiobacterota,Neither,1
DNase,False,d__Bacteria,p__Fibrobacterota,Host,4
DNase,False,d__Bacteria,p__Firmicutes,Host,96
DNase,False,d__Bacteria,p__Firmicutes,Neither,72
DNase,True,d__Bacteria,p__Firmicutes,Host,8
DNase,True,d__Bacteria,p__Firmicutes,Neither,12
DNase,False,d__Bacteria,p__Firmicutes_A,Host,383
DNase,False,d__Bacteria,p__Firmicutes_A,Neither,155
DNase,True,d__Bacteria,p__Firmicutes_A,Host,55
DNase,True,d__Bacteria,p__Firmicutes_A,Neither,18
DNase,False,d__Bacteria,p__Firmicutes_B,Host,2
DNase,False,d__Bacteria,p__Firmicutes_B,Neither,2
DNase,False,d__Bacteria,p__Firmicutes_C,Host,16
DNase,False,d__Bacteria,p__Firmicutes_C,Neither,13
DNase,False,d__Bacteria,p__Fusobacteriota,Host,2
DNase,False,d__Bacteria,p__Fusobacteriota,Neither,14
DNase,True,d__Bacteria,p__Fusobacteriota,Neither,1
DNase,False,d__Bacteria,p__Myxococcota,Host,2
DNase,False,d__Bacteria,p__Patescibacteria,Host,1
DNase,False,d__Bacteria,p__Patescibacteria,Neither,3
DNase,False,d__Bacteria,p__Planctomycetota,Host,1
DNase,False,d__Bacteria,p__Planctomycetota,Neither,1
DNase,False,d__Bacteria,p__Proteobacteria,Environment,5
DNase,False,d__Bacteria,p__Proteobacteria,Host,24
DNase,False,d__Bacteria,p__Proteobacteria,Neither,36
DNase,True,d__Bacteria,p__Proteobacteria,Environment,3
DNase,True,d__Bacteria,p__Proteobacteria,Neither,4
DNase,False,d__Bacteria,p__Spirochaetota,Host,31
DNase,False,d__Bacteria,p__Spirochaetota,Neither,8
DNase,False,d__Bacteria,p__Synergistota,Neither,4
DNase,False,d__Bacteria,p__Verrucomicrobiota,Host,13
DNase,False,d__Bacteria,p__Verrucomicrobiota,Neither,14
DNase,False,d__Bacteria,p__Verrucomicrobiota_A,Host,1
DNase,False,d__Bacteria,p__Verrucomicrobiota_A,Neither,1
Esculin hydrolysis,False,d__Archaea,p__Euryarchaeota,Host,5
Esculin hydrolysis,False,d__Archaea,p__Halobacterota,Host,1
Esculin hydrolysis,False,d__Archaea,p__Halobacterota,Neither,3
Esculin hydrolysis,False,d__Archaea,p__Thermoplasmatota,Host,1
Esculin hydrolysis,False,d__Archaea,p__Thermoplasmatota,Neither,3
Esculin hydrolysis,False,d__Bacteria,p__Actinobacteriota,Environment,3
Esculin hydrolysis,False,d__Bacteria,p__Actinobacteriota,Host,32
Esculin hydrolysis,False,d__Bacteria,p__Actinobacteriota,Neither,47
Esculin hydrolysis,True,d__Bacteria,p__Actinobacteriota,Environment,4
Esculin hydrolysis,True,d__Bacteria,p__Actinobacteriota,Host,7
Esculin hydrolysis,True,d__Bacteria,p__Actinobacteriota,Neither,3
Esculin hydrolysis,False,d__Bacteria,p__Armatimonadota,Neither,1
Esculin hydrolysis,False,d__Bacteria,p__Bacteroidota,Host,93
Esculin hydrolysis,False,d__Bacteria,p__Bacteroidota,Neither,87
Esculin hydrolysis,True,d__Bacteria,p__Bacteroidota,Host,124
Esculin hydrolysis,True,d__Bacteria,p__Bacteroidota,Neither,41
Esculin hydrolysis,False,d__Bacteria,p__Campylobacterota,Host,6
Esculin hydrolysis,False,d__Bacteria,p__Campylobacterota,Neither,14
Esculin hydrolysis,False,d__Bacteria,p__Chloroflexota,Neither,1
Esculin hydrolysis,False,d__Bacteria,p__Cyanobacteria,Host,13
Esculin hydrolysis,False,d__Bacteria,p__Cyanobacteria,Neither,2
Esculin hydrolysis,False,d__Bacteria,p__Deferribacterota,Neither,1
Esculin hydrolysis,False,d__Bacteria,p__Desulfobacterota_A,Host,5
Esculin hydrolysis,False,d__Bacteria,p__Desulfobacterota_A,Neither,3
Esculin hydrolysis,False,d__Bacteria,p__Elusimicrobiota,Host,4
Esculin hydrolysis,False,d__Bacteria,p__Elusimicrobiota,Neither,2
Esculin hydrolysis,False,d__Bacteria,p__Eremiobacterota,Neither,1
Esculin hydrolysis,False,d__Bacteria,p__Fibrobacterota,Host,3
Esculin hydrolysis,True,d__Bacteria,p__Fibrobacterota,Host,1
Esculin hydrolysis,False,d__Bacteria,p__Firmicutes,Host,63
Esculin hydrolysis,False,d__Bacteria,p__Firmicutes,Neither,54
Esculin hydrolysis,True,d__Bacteria,p__Firmicutes,Host,41
Esculin hydrolysis,True,d__Bacteria,p__Firmicutes,Neither,30
Esculin hydrolysis,False,d__Bacteria,p__Firmicutes_A,Host,209
Esculin hydrolysis,False,d__Bacteria,p__Firmicutes_A,Neither,107
Esculin hydrolysis,True,d__Bacteria,p__Firmicutes_A,Host,229
Esculin hydrolysis,True,d__Bacteria,p__Firmicutes_A,Neither,66
Esculin hydrolysis,False,d__Bacteria,p__Firmicutes_B,Host,2
Esculin hydrolysis,False,d__Bacteria,p__Firmicutes_B,Neither,2
Esculin hydrolysis,False,d__Bacteria,p__Firmicutes_C,Host,16
Esculin hydrolysis,False,d__Bacteria,p__Firmicutes_C,Neither,13
Esculin hydrolysis,False,d__Bacteria,p__Fusobacteriota,Host,2
Esculin hydrolysis,False,d__Bacteria,p__Fusobacteriota,Neither,15
Esculin hydrolysis,False,d__Bacteria,p__Myxococcota,Host,2
Esculin hydrolysis,False,d__Bacteria,p__Patescibacteria,Host,1
Esculin hydrolysis,False,d__Bacteria,p__Patescibacteria,Neither,3
Esculin hydrolysis,False,d__Bacteria,p__Planctomycetota,Neither,1
Esculin hydrolysis,True,d__Bacteria,p__Planctomycetota,Host,1
Esculin hydrolysis,False,d__Bacteria,p__Proteobacteria,Environment,6
Esculin hydrolysis,False,d__Bacteria,p__Proteobacteria,Host,24
Esculin hydrolysis,False,d__Bacteria,p__Proteobacteria,Neither,39
Esculin hydrolysis,True,d__Bacteria,p__Proteobacteria,Environment,2
Esculin hydrolysis,True,d__Bacteria,p__Proteobacteria,Neither,1
Esculin hydrolysis,False,d__Bacteria,p__Spirochaetota,Host,25
Esculin hydrolysis,False,d__Bacteria,p__Spirochaetota,Neither,5
Esculin hydrolysis,True,d__Bacteria,p__Spirochaetota,Host,6
Esculin hydrolysis,True,d__Bacteria,p__Spirochaetota,Neither,3
Esculin hydrolysis,False,d__Bacteria,p__Synergistota,Neither,4
Esculin hydrolysis,False,d__Bacteria,p__Verrucomicrobiota,Host,13
Esculin hydrolysis,False,d__Bacteria,p__Verrucomicrobiota,Neither,13
Esculin hydrolysis,True,d__Bacteria,p__Verrucomicrobiota,Neither,1
Esculin hydrolysis,False,d__Bacteria,p__Verrucomicrobiota_A,Host,1
Esculin hydrolysis,False,d__Bacteria,p__Verrucomicrobiota_A,Neither,1
Facultative,False,d__Archaea,p__Euryarchaeota,Host,5
Facultative,False,d__Archaea,p__Halobacterota,Host,1
Facultative,False,d__Archaea,p__Halobacterota,Neither,3
Facultative,False,d__Archaea,p__Thermoplasmatota,Host,1
Facultative,False,d__Archaea,p__Thermoplasmatota,Neither,3
Facultative,False,d__Bacteria,p__Actinobacteriota,Environment,7
Facultative,False,d__Bacteria,p__Actinobacteriota,Host,35
Facultative,False,d__Bacteria,p__Actinobacteriota,Neither,42
Facultative,True,d__Bacteria,p__Actinobacteriota,Host,4
Facultative,True,d__Bacteria,p__Actinobacteriota,Neither,8
Facultative,False,d__Bacteria,p__Armatimonadota,Neither,1
Facultative,False,d__Bacteria,p__Bacteroidota,Host,215
Facultative,False,d__Bacteria,p__Bacteroidota,Neither,128
Facultative,True,d__Bacteria,p__Bacteroidota,Host,2
Facultative,False,d__Bacteria,p__Campylobacterota,Host,6
Facultative,False,d__Bacteria,p__Campylobacterota,Neither,14
Facultative,False,d__Bacteria,p__Chloroflexota,Neither,1
Facultative,False,d__Bacteria,p__Cyanobacteria,Host,13
Facultative,False,d__Bacteria,p__Cyanobacteria,Neither,2
Facultative,False,d__Bacteria,p__Deferribacterota,Neither,1
Facultative,False,d__Bacteria,p__Desulfobacterota_A,Host,5
Facultative,False,d__Bacteria,p__Desulfobacterota_A,Neither,3
Facultative,False,d__Bacteria,p__Elusimicrobiota,Host,4
Facultative,False,d__Bacteria,p__Elusimicrobiota,Neither,2
Facultative,False,d__Bacteria,p__Eremiobacterota,Neither,1
Facultative,False,d__Bacteria,p__Fibrobacterota,Host,4
Facultative,False,d__Bacteria,p__Firmicutes,Host,63
Facultative,False,d__Bacteria,p__Firmicutes,Neither,37
Facultative,True,d__Bacteria,p__Firmicutes,Host,41
Facultative,True,d__Bacteria,p__Firmicutes,Neither,47
Facultative,False,d__Bacteria,p__Firmicutes_A,Host,434
Facultative,False,d__Bacteria,p__Firmicutes_A,Neither,171
Facultative,True,d__Bacteria,p__Firmicutes_A,Host,4
Facultative,True,d__Bacteria,p__Firmicutes_A,Neither,2
Facultative,False,d__Bacteria,p__Firmicutes_B,Host,2
Facultative,False,d__Bacteria,p__Firmicutes_B,Neither,2
Facultative,False,d__Bacteria,p__Firmicutes_C,Host,16
Facultative,False,d__Bacteria,p__Firmicutes_C,Neither,13
Facultative,False,d__Bacteria,p__Fusobacteriota,Host,2
Facultative,False,d__Bacteria,p__Fusobacteriota,Neither,11
Facultative,True,d__Bacteria,p__Fusobacteriota,Neither,4
Facultative,False,d__Bacteria,p__Myxococcota,Host,2
Facultative,False,d__Bacteria,p__Patescibacteria,Host,1
Facultative,False,d__Bacteria,p__Patescibacteria,Neither,3
Facultative,False,d__Bacteria,p__Planctomycetota,Host,1
Facultative,False,d__Bacteria,p__Planctomycetota,Neither,1
Facultative,False,d__Bacteria,p__Proteobacteria,Environment,7
Facultative,False,d__Bacteria,p__Proteobacteria,Host,15
Facultative,False,d__Bacteria,p__Proteobacteria,Neither,22
Facultative,True,d__Bacteria,p__Proteobacteria,Environment,1
Facultative,True,d__Bacteria,p__Proteobacteria,Host,9
Facultative,True,d__Bacteria,p__Proteobacteria,Neither,18
Facultative,False,d__Bacteria,p__Spirochaetota,Host,31
Facultative,False,d__Bacteria,p__Spirochaetota,Neither,8
Facultative,False,d__Bacteria,p__Synergistota,Neither,4
Facultative,False,d__Bacteria,p__Verrucomicrobiota,Host,11
Facultative,False,d__Bacteria,p__Verrucomicrobiota,Neither,9
Facultative,True,d__Bacteria,p__Verrucomicrobiota,Host,2
Facultative,True,d__Bacteria,p__Verrucomicrobiota,Neither,5
Facultative,False,d__Bacteria,p__Verrucomicrobiota_A,Host,1
Facultative,False,d__Bacteria,p__Verrucomicrobiota_A,Neither,1
Gas from glucose,False,d__Archaea,p__Euryarchaeota,Host,5
Gas from glucose,False,d__Archaea,p__Halobacterota,Host,1
Gas from glucose,False,d__Archaea,p__Halobacterota,Neither,3
Gas from glucose,False,d__Archaea,p__Thermoplasmatota,Host,1
Gas from glucose,False,d__Archaea,p__Thermoplasmatota,Neither,3
Gas from glucose,False,d__Bacteria,p__Actinobacteriota,Environment,7
Gas from glucose,False,d__Bacteria,p__Actinobacteriota,Host,39
Gas from glucose,False,d__Bacteria,p__Actinobacteriota,Neither,50
Gas from glucose,False,d__Bacteria,p__Armatimonadota,Neither,1
Gas from glucose,False,d__Bacteria,p__Bacteroidota,Host,217
Gas from glucose,False,d__Bacteria,p__Bacteroidota,Neither,128
Gas from glucose,False,d__Bacteria,p__Campylobacterota,Host,6
Gas from glucose,False,d__Bacteria,p__Campylobacterota,Neither,14
Gas from glucose,False,d__Bacteria,p__Chloroflexota,Neither,1
Gas from glucose,False,d__Bacteria,p__Cyanobacteria,Host,13
Gas from glucose,False,d__Bacteria,p__Cyanobacteria,Neither,2
Gas from glucose,False,d__Bacteria,p__Deferribacterota,Neither,1
Gas from glucose,False,d__Bacteria,p__Desulfobacterota_A,Host,5
Gas from glucose,False,d__Bacteria,p__Desulfobacterota_A,Neither,3
Gas from glucose,False,d__Bacteria,p__Elusimicrobiota,Host,4
Gas from glucose,False,d__Bacteria,p__Elusimicrobiota,Neither,2
Gas from glucose,False,d__Bacteria,p__Eremiobacterota,Neither,1
Gas from glucose,False,d__Bacteria,p__Fibrobacterota,Host,4
Gas from glucose,False,d__Bacteria,p__Firmicutes,Host,102
Gas from glucose,False,d__Bacteria,p__Firmicutes,Neither,83
Gas from glucose,True,d__Bacteria,p__Firmicutes,Host,2
Gas from glucose,True,d__Bacteria,p__Firmicutes,Neither,1
Gas from glucose,False,d__Bacteria,p__Firmicutes_A,Host,382
Gas from glucose,False,d__Bacteria,p__Firmicutes_A,Neither,165
Gas from glucose,True,d__Bacteria,p__Firmicutes_A,Host,56
